NUM,NAME,SCORE,ABV,DES,TASTE,IMG
93,FINLANDIA BLACKCURRANT,3.13,37.5,"First launched in 2009 as Blackcurrant Fusion, this flavored vodka uses the standard Finlandia as its base which is distilled from six-row barley and uses glacial spring water to bring it to proof. Blackcurrant flavors are added and bottled at 37.5% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/b50e9da0-9290-0135-c973-72ae5046e220/finlandia_blackcurrant_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
94,ABSOLUT WILD TEA,4,40,"First introduced in 2010, This vodka is made using Absolut's standard winter-wheat-based vodka with oolong tea and elderflower flavoring. No sugar added. Bottled at 40% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/ee586230-8dcd-0135-d832-1218baa68236/absolut_wild_tea_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
95,HOPHEAD VODKA,2.75,45,"Hophead Vodka is distilled in copper pot stills using two varieties of Willamette Valley hops and grain neutral spirit. Note: In 2017, Anchor Brewing Co. was sold with Anchor Distilling Co. not part of the sale. The distilling company was rebranded as Hotaling & Co. in early 2018 and is still located in Potrero Hill in San Francisco.","{""grain"":10,""earthy"":15,""spicy"":10,""herbal"":50,""oily"":40,""chemical"":0,""rich"":45,""sweet"":0,""mineral"":15,""neutral"":50,""harsh"":0,""bitter"":35,""fruity"":20,""floral"":35}","https://ip-distiller.imgix.net/images/spirits/48ae6880-680c-0135-6a31-7ae45e62f971/hophead_hop_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
96,FIREFLY APPLE PIE MOONSHINE,3.44,30.15,Apple Pie is one of the original 6 Firefly Moonshine flavors released in 2013. It's bottled at 60.3 proof and flavored with apples and cinnamon.,none,"https://ip-distiller.imgix.net/images/spirits/3d88ed40-750b-0133-7a95-6ed5812f0137/firefly_apple_pie_moonshine_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
97,DRIFTLESS GLEN LEMON FLAVORED VODKA,3.75,40,none,none,"https://ip-distiller.imgix.net/images/spirits/26b6df50-9424-0139-7cf6-5e67234a6836/d552c75861d579b5fa47d8c73ef466a3_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
98,SMIRNOFF SPICY TAMARIND,3.83,35,"Smirnoff Spicy Tamarind is a flavored vodka featuring flavors of tamarind, lime and chiles. As of October 2020, the bottle features glow-in-the-dark packaging. It is bottled at 35% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/de63b980-f6d8-0138-0c51-2e8a311ad143/smirnoff_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
99,KINKY ALOHA,2.25,17,none,none,"https://ip-distiller.imgix.net/images/spirits/a15a06c0-c7f7-0138-fc74-7a4d0ee09c50/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
100,ŻOŁĄDKOWA GORZKA,3,34,none,none,"https://ip-distiller.imgix.net/images/spirits/0ccf6030-1e54-0138-85b0-62d2b956e9a9/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
101,JEPTHA CREED COFFEE FLAVORED VODKA,4.25,40,none,none,"https://ip-distiller.imgix.net/images/spirits/a582c3e0-d73f-0137-aac5-5eb5fdb02aff/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
102,JEPTHA CREED HOT PEPPER FLAVORED VODKA,4.17,40,none,none,"https://ip-distiller.imgix.net/images/spirits/e255bb40-bfae-0137-ce70-6a29f4527082/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
103,SMIRNOFF ZERO SUGAR INFUSIONS STRAWBERRY & ROSE,2.92,30,This spirit is part of Smirnoff's line of sugar-free vodka infusions. This release is infused with natural flavors of strawberry and rose. It is bottled at a 30% ABV.,none,"https://ip-distiller.imgix.net/images/spirits/3cabccc0-5406-0137-710e-3e866374e7e4/smirnoff_zero_strawberry_rose_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
104,THREE OLIVES CHERRY,4.33,35,none,none,"https://ip-distiller.imgix.net/images/spirits/34991c00-370b-0137-1d61-4aabaa55ac87/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
105,CÎROC SUMMER COLADA,4.67,35,none,none,"https://ip-distiller.imgix.net/images/spirits/0f61edf0-2a88-0137-e439-6a0983f81ec2/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
106,CHASE MARMALADE VODKA,2.92,40,Chase Marmalade Vodka is made with -- you guessed it -- marmalade along with Seville orange peels which are then macerated into their Original Potato Vodka. Then the distillate is redistilled with orange peel from Valencia. Bottled at 40% ABV.,none,"https://ip-distiller.imgix.net/images/spirits/8ff73a50-0d57-0137-1d41-4e675dc6d216/chase_marmalade_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
107,WILD ROOTS,4.25,40,none,none,"https://ip-distiller.imgix.net/images/spirits/9306e8f0-fd9d-0136-ad92-7e4a86ea8755/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
108,EAU CLAIRE DISTILLERY PRICKLY PEAR EQUINEOX,4.25,40,none,none,"https://ip-distiller.imgix.net/images/spirits/97b549a0-c9dd-0136-0feb-522df862fdc3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
109,THREE OLIVES ROSÉ,2.67,30,Three Olives Rosé combines the taste of rosé wine with the brand's signature vodka. This imported spirit is made from wheat harvested in England. It is available for purchase in the US nationwide.,none,"https://ip-distiller.imgix.net/images/spirits/5aa3aa30-1ffe-0136-26a6-0ee939fa5d45/three_olives_rose_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
110,HOLY GRASS SCOTTISH VODKA,4.67,41.5,"This flavored vodka is produced at Dunnet Bay Distillers located at Dunnet Head on the northern mainland of Scotland. It is flavored with Holy Grass (aka Bison Grass), Highland apples and apple juice. Holy Grass grows on the banks of the Thurso River near the distillery. Bottled at 41.5% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/9af56e40-da11-0135-b13f-7a591218016f/holy_grass_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
111,INFUSE SPIRITS CINNAMON APPLE VODKA,3.17,40,"This California brand infuses real fruits and spices for their flavored vodka. Starting with their unflavored corn-based vodka, they infuse dried apples and a cinnamon stick for at least 30 days for this bottling. 1.65 g/oz sugar is added. Gluten free. Bottled at 40% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/2a3297c0-a4ab-0135-1d30-0a5a2cc9171c/infuse_spirits_cinnamon_apple_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
112,360 MADAGASCAR VANILLA,3.83,35,"This vanilla-flavored vodka is made with natural flavors including sugar. The base vodka is made using locally-sourced corn. 360 Vodka is ""eco-friendly"", their bottle is made from recycled glass, recycled paper, and printed using eco-friendly ink. Bottled at 35% ABV. Try in a latte!",none,"https://ip-distiller.imgix.net/images/spirits/1e85cb70-9e6a-0135-bbea-42f6c290634c/360_madagascar_vanilla_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
113,SVEDKA ORANGE CREAM POP,4.33,35,"First launched in 2013, this flavored vodka uses Svedka's standard vodka as its base which is column-distilled from Swedish winter wheat. Natural orange, vanilla, and cream flavors are added. Bottled at 35% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/240d4530-99c9-0135-1890-760d491ef1bf/svedka_orange_cream_pop_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
114,SVEDKA VANILLA,2.83,35,This flavored vodka uses Svedka's standard vodka as its base which is column-distilled from Swedish winter wheat. Natural vanilla flavors are added. Bottled at 35% ABV.,none,"https://ip-distiller.imgix.net/images/spirits/903cace0-99c6-0135-188a-760d491ef1bf/svedka_vanilla_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
115,SMIRNOFF PINEAPPLE,2.42,35,This flavored vodka uses the classic grain-based No. 21 vodka as its base. It is infused with natural flavors. Bottled at 35% ABV.,"{""grain"":0,""earthy"":0,""spicy"":0,""herbal"":0,""oily"":45,""chemical"":10,""rich"":65,""sweet"":80,""mineral"":0,""neutral"":0,""harsh"":0,""bitter"":0,""fruity"":99,""floral"":25}","https://ip-distiller.imgix.net/images/spirits/755e0d00-981e-0135-81a9-46c71ad624bc/smirnoff_pineapple_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
116,SMIRNOFF COCONUT,1.17,35,This flavored vodka uses the classic grain-based No. 21 vodka as its base. It is infused with natural flavors. Bottled at 35% ABV.,none,"https://ip-distiller.imgix.net/images/spirits/d34e5fa0-981d-0135-01c4-6ed2a1f9429a/smirnoff_coconut_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
117,SMIRNOFF FLUFFED MARSHMALLOW,3.25,30,"First released in 2011, Fluffed Marshmallow is part of Smirnoff's Confections line. It uses the classic grain-based No. 21 vodka as its base. Bottled at 30% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/08445310-944f-0135-6e26-4ebc2b91c234/smirnoff_fluffed_marshmallow_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
118,SMIRNOFF CRANBERRY,2.25,35,This flavored vodka uses the classic grain-based No. 21 vodka as its base. It is infused with natural cranberry flavors. Bottled at 35% ABV,none,"https://ip-distiller.imgix.net/images/spirits/86dbc280-944c-0135-3a56-46a569c91afa/smirnoff_cranberry_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
119,SKYY INFUSIONS GEORGIA PEACH,3.67,35,"Launched in late 2013, this flavored vodka uses natural peach flavors which are infused into the traditional Skyy Vodka product. Skyy is distilled via four-column distillation from 100% American grains. It uses pure filtered water and is triple-filtered. Made in the USA.",none,"https://ip-distiller.imgix.net/images/spirits/bedd19c0-943e-0135-3a4a-46a569c91afa/skyy_infusions_georgia_peach_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
120,SKYY INFUSIONS CHERRY,2.25,35,This flavored vodka uses natural cherry flavors which are infused into the traditional Skyy Vodka product. Skyy is distilled via four-column distillation from 100% American grains. It uses pure filtered water and is triple-filtered. Made in the USA.,"{""grain"":15,""earthy"":0,""spicy"":15,""herbal"":0,""oily"":20,""chemical"":40,""rich"":30,""sweet"":75,""mineral"":0,""neutral"":0,""harsh"":30,""bitter"":30,""fruity"":100,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/03f53a90-943e-0135-3a49-46a569c91afa/skyy_infusions_cherry_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
121,SKYY INFUSIONS BLOOD ORANGE,1.92,35,"First introduced in 2011, this citrus-flavored vodka uses natural blood orange flavors which are infused into the traditional Skyy Vodka product. Skyy is distilled via four-column distillation from 100% American grains. It uses pure filtered water and is triple-filtered. Made in the USA.",none,"https://ip-distiller.imgix.net/images/spirits/7c72c0e0-943d-0135-3a47-46a569c91afa/skyy_infusions_blood_orange_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
122,FINLANDIA NORDIC BERRIES,3.33,37.5,"First launched in 2015, this flavored vodka adds the flavors of lingonberry, cloudberry, and bilberries. It uses the standard Finlandia as its base which is distilled from six-row barley and uses glacial spring water to bring it to proof. Bottled at 37.5% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/65487bf0-9294-0135-c974-72ae5046e220/finlandia_nordic_berries_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
123,CÎROC AMARETTO,2.5,35,"First released in 2013, this is the fourth flavored vodka for CÎROC. They take their grape-based flagship vodka and add amaretto flavors. Cola or pineapple juice are suggested mixers. Bottled at 35% or 37.5% ABV depending on your location.",none,"https://ip-distiller.imgix.net/images/spirits/d8336b90-91dd-0135-8f16-12bc6d206d07/ciroc_amaretto_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
124,ABSOLUT GRÄPE,2.33,40,"First released in 2012, This vodka is made using Absolut's standard winter-wheat-based vodka with natural white grape, dragon fruit, and papaya flavors. No sugar added. Bottled at 40% ABV. Previously sold as Absolut Grapevine.",none,"https://ip-distiller.imgix.net/images/spirits/7ba172e0-8dcc-0135-d75f-260a519d3129/absolut_grape_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
125,SKYY INFUSIONS CITRUS,2.67,35,This citrus-flavored vodka uses natural citrus flavors which are infused into the traditional Skyy Vodka product. Skyy is distilled via four-column distillation from 100% American grains. It uses pure filtered water and is triple-filtered. Made in the USA. Skyy Citrus was first launched in 2000 and the name Infusions was added in 2008.,"{""grain"":15,""earthy"":0,""spicy"":15,""herbal"":0,""oily"":30,""chemical"":15,""rich"":45,""sweet"":80,""mineral"":0,""neutral"":0,""harsh"":25,""bitter"":20,""fruity"":75,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/9b4f55c0-88f9-0135-ddc0-0ac938548f10/skyy_infusions_citrus_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
126,FINLANDIA GRAPEFRUIT,2.83,37.5,"This flavored vodka uses the standard Finlandia as its base which is distilled from six-row barley and uses glacial spring water to bring it to proof. This grapefruit flavored vodka is made using natural flavors and was introduced to the US in 2007. Formerly known as Grapefruit Fusion, it is bottled at 37.5% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/69f07130-77e0-0135-bf6f-7e5fdf6e1156/finlandia_grapefruit_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
127,JALAPEÑO VODKA,3.5,40,none,none,"https://ip-distiller.imgix.net/images/spirits/b36aa0a0-31f4-013a-4b81-5a8ed4bd5612/010714133aa0d6d0f0734e83cea3c1a0_tile.png?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
128,VEIL CRANBERRY LIME,2.5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/b1207ce0-8648-0139-88af-02f01cfb676b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
129,VEIL GINGERBREAD VODKA,1.75,35,none,none,"https://ip-distiller.imgix.net/images/spirits/bf7c92f0-83df-0139-38de-2afbbf7d471b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
130,PLUME & PETAL,3.5,20,none,none,"https://ip-distiller.imgix.net/images/spirits/632ff720-5abe-0139-1451-520594ca60a3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
131,VAN GOGH DUTCH CHOCOLATE,3.25,35,none,none,"https://ip-distiller.imgix.net/images/spirits/13c013b0-038c-0139-1dc7-16e3835498c1/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
132,VEIL BLUEBERRY,2,35,none,none,"https://ip-distiller.imgix.net/images/spirits/c195d5e0-c437-0138-d505-66a77d44b4e6/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
133,NEW AMSTERDAM PINEAPPLE VODKA,4.38,59.8,none,none,"https://ip-distiller.imgix.net/images/spirits/827c9990-c323-0138-99a7-1af5351f5e17/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
134,VEIL CARAMEL VODKA,2.38,35,none,none,"https://ip-distiller.imgix.net/images/spirits/91474e20-b11c-0138-22c9-7283bbcd0a72/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
135,VEIL PINEAPPLE VODKA,1.5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/2b1695f0-b11c-0138-8fb1-5aada355eaa1/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
136,VEIL VANILLA VODKA,0.63,35,none,none,"https://ip-distiller.imgix.net/images/spirits/e56039c0-b11b-0138-22c8-7283bbcd0a72/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
137,VEIL WHIPPED CREAM VODKA,1.5,35,none,none,"https://ip-distiller.imgix.net/images/spirits/7f7c1340-b11b-0138-4afc-3677f875dd2a/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
138,ABSOLUT EXPOSURE,4.25,40,none,none,"https://ip-distiller.imgix.net/images/spirits/8f0d9260-90c1-0138-22dc-521b76e9092d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
139,GHOST PEPPER INFUSED VODKA,2.75,35,none,none,"https://ip-distiller.imgix.net/images/spirits/47c507d0-7436-0138-6ea8-028ab3baac2d/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
140,SEAMAN'S SHOT,3.75,30,none,none,"https://ip-distiller.imgix.net/images/spirits/a24e2270-49df-0138-0edd-5ece19591d69/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
141,STARÁ MYSLIVECKÁ,3.13,38,none,none,"https://ip-distiller.imgix.net/images/spirits/b4a03410-2576-0138-0348-426b1b425629/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
142,TWELVE 33 DISTILLERY 3 PEPPERS,5,47,none,none,"https://ip-distiller.imgix.net/images/spirits/50c6d3e0-2456-0138-f183-16baee91d895/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
143,NEMIROFF DELIKAT,3.63,40,none,none,"https://ip-distiller.imgix.net/images/spirits/2ef83460-2401-0138-6d2e-26e79438b911/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
144,VEIL PUMPKIN VODKA,3.25,35,none,none,"https://ip-distiller.imgix.net/images/spirits/fa9cc3a0-1003-0138-db47-622dab8fc751/data_original_tile.jpeg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
145,EFFEN BLACK CHERRY,3.25,37.5,none,none,"https://ip-distiller.imgix.net/images/spirits/730dd060-eae4-0137-7b55-4624b5f301a9/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
146,KHORTYTSA PEPPER HONEY HOT,3.88,40,none,none,"https://ip-distiller.imgix.net/images/spirits/873b2b10-d0c2-0137-c07d-6a7cc6e52ac3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
147,BRECKINRIDGE PEAR VODKA,3.63,,none,none,"https://ip-distiller.imgix.net/images/spirits/f05fffe0-b34b-0137-f9e7-4ecb72438fdd/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
148,HELL’S VODKA,3.5,40,none,none,"https://ip-distiller.imgix.net/images/spirits/c5eb4d80-7b6d-0137-b739-56632dea561f/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
149,CROP ORGANIC CUCUMBER VODKA,2.5,35,Crop Organic Cucumber Vodka is made with USDA certified organic corn grown in the US for the neutral grain base. The cucumber flavored vodka is bottled at 70 proof.,"{""grain"":0,""earthy"":0,""spicy"":15,""herbal"":20,""oily"":0,""chemical"":0,""rich"":55,""sweet"":35,""mineral"":0,""neutral"":0,""harsh"":0,""bitter"":0,""fruity"":70,""floral"":10}","https://ip-distiller.imgix.net/images/spirits/94d67e00-5f1c-0137-206e-1ab6693e545f/crop_cucumber_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
150,ONE FOOT COCK KRUPNIK,2.63,35,none,none,"https://ip-distiller.imgix.net/images/spirits/af4f8390-478a-0137-410c-6a07eba53cfa/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
